Company_Name,Website,Phone_Number,Yelp_Listing
Kabuku,http://kabuku.ca,(587) 955-8884,https://www.yelp.com/biz/kabuku-calgary?osq=Restaurants
Tony Roma's,http://tonyromas.com,(403) 242-7427,https://www.yelp.com/biz/tony-romas-calgary-7?osq=Restaurants
NAM Vietnamese Kitchen,http://namvk.com,(403) 454-3038,https://www.yelp.com/biz/nam-vietnamese-kitchen-calgary-4?osq=Restaurants
Euphoria Cafe,http://euphoriacafe.ca,(403) 313-0503,https://www.yelp.com/biz/euphoria-cafe-calgary?osq=Restaurants
Pho So 1,http://phoso1calgary.com,(403) 230-7472,https://www.yelp.com/biz/pho-so-1-calgary?osq=Restaurants
Richmond's Pub & Eatery,http://richmondspub.com,(403) 217-7744,https://www.yelp.com/biz/richmonds-pub-and-eatery-calgary?osq=Restaurants
Second Cup,http://secondcup.com,(403) 244-1353,https://www.yelp.com/biz/second-cup-calgary-42?osq=Restaurants
Open Sesame,http://open-sesame.ca,(403) 259-0123,https://www.yelp.com/biz/open-sesame-calgary?osq=Restaurants
Carlianos,,(403) 287-2134,https://www.yelp.com/biz/carlianos-calgary?osq=Restaurants
The Cherry Inn,http://cherryinn.ca,(403) 274-2282,https://www.yelp.com/biz/the-cherry-inn-calgary?osq=Restaurants
Sunterra Market Kensington Road,http://sunterramarket.com,(403) 685-1535,https://www.yelp.com/biz/sunterra-market-kensington-road-calgary?osq=Restaurants
Chianti Cafe & Restaurant,http://chianticafe.ca,(403) 291-2707,https://www.yelp.com/biz/chianti-cafe-and-restaurant-calgary?osq=Restaurants
Blind Monk,,(403) 229-4111,https://www.yelp.com/biz/blind-monk-calgary?osq=Restaurants
Bagolac Saigon,http://bagolacsaigon.ca,(403) 252-5588,https://www.yelp.com/biz/bagolac-saigon-calgary?osq=Restaurants
The Red House,,(587) 955-9130,https://www.yelp.com/biz/the-red-house-calgary?osq=Restaurants
Lemongrass West Vietnamese Cuisine,http://lemongrasswest.ca,(403) 242-2633,https://www.yelp.com/biz/lemongrass-west-vietnamese-cuisine-calgary?osq=Restaurants
5S17,http://5S17.com,(403) 452-0817,https://www.yelp.com/biz/5s17-calgary-2?osq=Restaurants
Bikaner Sweets & Restaurant,http://bikanersweetsandrestaurant.ca,(403) 568-5555,https://www.yelp.com/biz/bikaner-sweets-and-restaurant-calgary?osq=Restaurants
Obanhmi,http://obanhmishop.com,(403) 455-2268,https://www.yelp.com/biz/obanhmi-calgary?osq=Restaurants
D2UE,,(587) 897-1269,https://www.yelp.com/biz/d2ue-calgary?osq=Restaurants
Snow Palace,http://snowpalacecalgary.com,(403) 208-3533,https://www.yelp.com/biz/snow-palace-calgary-2?osq=Restaurants
The Keg Steakhouse + Bar,http://kegsteakhouse.com,(587) 355-0300,https://www.yelp.com/biz/the-keg-steakhouse-bar-calgary-10?osq=Restaurants
Five Guys,http://fiveguys.com,(403) 252-3373,https://www.yelp.com/biz/five-guys-calgary-5?osq=Restaurants
Tim's Cafe,,(403) 273-3464,https://www.yelp.com/biz/tims-cafe-calgary?osq=Restaurants
Golden Bell Saigon & Vietnamese Restaurant,,(403) 253-8222,https://www.yelp.com/biz/golden-bell-saigon-and-vietnamese-restaurant-calgary?osq=Restaurants
Blue Danube,,(403) 236-4224,https://www.yelp.com/biz/blue-danube-calgary?osq=Restaurants
Regency Palace,,(403) 777-2288,https://www.yelp.com/biz/regency-palace-calgary-2?osq=Restaurants
Spud Mobeel,http://spudmobeel.ca,(403) 397-6107,https://www.yelp.com/biz/spud-mobeel-calgary?osq=Restaurants
Partners Dining & Cocktail Lounge,,(403) 236-3262,https://www.yelp.com/biz/partners-dining-and-cocktail-lounge-calgary?osq=Restaurants
Pho Binh Minh,http://phobinhminhcalgary.com,(403) 235-2521,https://www.yelp.com/biz/pho-binh-minh-calgary?osq=Restaurants
Company_Name,Website,Phone_Number,Yelp_Listing
Sizzling Rice Peking House,,(403) 281-4554,https://www.yelp.com/biz/sizzling-rice-peking-house-calgary?osq=Restaurants
Freshii,http://freshii.com,(587) 349-3774,https://www.yelp.com/biz/freshii-calgary-2?osq=Restaurants
Home & Away,http://homeandawayyyc.com,(403) 455-9789,https://www.yelp.com/biz/home-and-away-calgary-2?osq=Restaurants
kabuku,http://kabuku.ca,(403) 237-8884,https://www.yelp.com/biz/kabuku-calgary-2?osq=Restaurants
National on 10th,http://ntnl.ca,(403) 474-2739,https://www.yelp.com/biz/national-on-10th-calgary-2?osq=Restaurants
Silver Inn Restaurant,http://silverinnrestaurant.com,(403) 276-6711,https://www.yelp.com/biz/silver-inn-restaurant-calgary-2?osq=Restaurants
The Beltliner,http://thebeltliner.com,(587) 955-1555,https://www.yelp.com/biz/the-beltliner-calgary?osq=Restaurants
Hungarian Deli,http://hungariandeli.ca,(403) 207-8505,https://www.yelp.com/biz/hungarian-deli-calgary?osq=Restaurants
Indique,http://indiquecalgary.com,(403) 264-0908,https://www.yelp.com/biz/indique-calgary?osq=Restaurants
Express Vietnamese Subs and Deli,,,https://www.yelp.com/biz/express-vietnamese-subs-and-deli-calgary?osq=Restaurants
Green Bean Restaurant & Catering,http://greenbeancatering.com,(403) 232-1122,https://www.yelp.com/biz/green-bean-restaurant-and-catering-calgary?osq=Restaurants
Vendome Café,http://vendomecafe.com,(403) 453-1140,https://www.yelp.com/biz/vendome-caf%C3%A9-calgary-2?osq=Restaurants
Wok Box,http://wokbox.ca,(403) 453-1965,https://www.yelp.com/biz/wok-box-calgary-2?osq=Restaurants
Kane's Harley Diner,http://kanesharleydiner.com,(403) 269-7311,https://www.yelp.com/biz/kanes-harley-diner-calgary?osq=Restaurants
Masa,http://masacalgary.com,(587) 352-6928,https://www.yelp.com/biz/masa-calgary?osq=Restaurants
Gus's Pizza,http://gusspizza.ca,(403) 282-4005,https://www.yelp.com/biz/guss-pizza-calgary?osq=Restaurants
Sushi Hanami,,(403) 242-3131,https://www.yelp.com/biz/sushi-hanami-calgary?osq=Restaurants
Pokè Luna,,(403) 454-6515,https://www.yelp.com/biz/pok%C3%A8-luna-calgary-2?osq=Restaurants
The RockFort,http://therockfort.ca,(403) 764-9737,https://www.yelp.com/biz/the-rockfort-calgary?osq=Restaurants
Cracovia Deli and Food Market,http://cracoviadeli.com,(403) 252-0170,https://www.yelp.com/biz/cracovia-deli-and-food-market-calgary?osq=Restaurants
Earls Kitchen + Bar,http://earls.ca,(403) 246-7171,https://www.yelp.com/biz/earls-kitchen-bar-calgary-5?osq=Restaurants
Universe,http://universerestaurant.ca,(587) 354-3339,https://www.yelp.com/biz/universe-calgary?osq=Restaurants
Sushi Hiro Japanese Restaurant,,(403) 233-0605,https://www.yelp.com/biz/sushi-hiro-japanese-restaurant-calgary?osq=Restaurants
Red's in Kensington,http://redsdiner.com,(587) 356-1808,https://www.yelp.com/biz/reds-in-kensington-calgary?osq=Restaurants
The Park Kitchen & Bar,http://parkkitchen.ca,(403) 719-7200,https://www.yelp.com/biz/the-park-kitchen-and-bar-calgary-2?osq=Restaurants
Ha Tien,,(403) 453-1515,https://www.yelp.com/biz/ha-tien-calgary?osq=Restaurants
Spring Roll Chalet,,(403) 269-1750,https://www.yelp.com/biz/spring-roll-chalet-calgary?osq=Restaurants
Sal's,,,https://www.yelp.com/biz/sals-calgary?osq=Restaurants
Township Bar & Grill,http://townshipbarandgrill.com,(403) 265-3837,https://www.yelp.com/biz/township-bar-and-grill-calgary?osq=Restaurants
Bali Cafe,,,https://www.yelp.com/biz/bali-cafe-calgary?osq=Restaurants
Chachi's Sandwich Bar,http://chachis.ca,(403) 263-2275,https://www.yelp.com/biz/chachis-sandwich-bar-calgary-3?osq=Restaurants
Diner Deluxe,http://dinerdeluxe.com,(403) 457-3000,https://www.yelp.com/biz/diner-deluxe-calgary-2?osq=Restaurants
Chianti Cafe & Restaurant,http://chianticafe.ca,(403) 225-0010,https://www.yelp.com/biz/chianti-cafe-and-restaurant-calgary-3?osq=Restaurants
Buffalo Wild Wings,http://buffalowildwings.com,(403) 460-5223,https://www.yelp.com/biz/buffalo-wild-wings-calgary-3?osq=Restaurants
Earls Kitchen + Bar,http://earls.ca,(403) 265-3275,https://www.yelp.com/biz/earls-kitchen-bar-calgary-9?osq=Restaurants
Midori Japanese Cafe,http://midorijapan.ca,(403) 244-3787,https://www.yelp.com/biz/midori-japanese-cafe-calgary?osq=Restaurants
Lac Viet,,(403) 508-9353,https://www.yelp.com/biz/lac-viet-calgary-2?osq=Restaurants
Panda Express,http://pandaexpress.com,(403) 387-9288,https://www.yelp.com/biz/panda-express-calgary-6?osq=Restaurants
National on 8th,http://ntnl.ca,(403) 237-5556,https://www.yelp.com/biz/national-on-8th-calgary-3?osq=Restaurants
Eat-A-Pita,,(403) 273-3113,https://www.yelp.com/biz/eat-a-pita-calgary?osq=Restaurants
Fatburger,http://fatburger.ca,(587) 619-8342,https://www.yelp.com/biz/fatburger-calgary-9?osq=Restaurants
Burger 320,http://burger320.com,(403) 515-0035,https://www.yelp.com/biz/burger-320-calgary-3?osq=Restaurants
Deep Fried Master,http://deepfriedmaster.business.site,(403) 263-5651,https://www.yelp.com/biz/deep-fried-master-calgary-7?osq=Restaurants
Tintin dimsum,http://tintindimsum.com,(403) 253-7742,https://www.yelp.com/biz/tintin-dimsum-calgary?osq=Restaurants
Thai Express,http://thaiexpress.ca,(403) 289-3774,https://www.yelp.com/biz/thai-express-calgary-12?osq=Restaurants
Press'd The Sandwich,http://pressdsandwiches.ca,(403) 291-4741,https://www.yelp.com/biz/pressd-the-sandwich-calgary?osq=Restaurants
Vin Room Mission,http://vinroom.com,(403) 457-5522,https://www.yelp.com/biz/vin-room-mission-calgary?osq=Restaurants
Zilford's Fried Chicken,,(403) 605-6716,https://www.yelp.com/biz/zilfords-fried-chicken-calgary?osq=Restaurants
Olly Fresco's,,(403) 457-0612,https://www.yelp.com/biz/olly-frescos-calgary?osq=Restaurants
Extreme Pita,,(403) 263-7648,https://www.yelp.com/biz/extreme-pita-calgary-14?osq=Restaurants
Ho Won Restaurant,http://howon.ca,(403) 266-2234,https://www.yelp.com/biz/ho-won-restaurant-calgary?osq=Restaurants
Green Chilli,,,https://www.yelp.com/biz/green-chilli-calgary?osq=Restaurants
Pho Xinh Xinh,,(403) 243-8228,https://www.yelp.com/biz/pho-xinh-xinh-calgary?osq=Restaurants
JOEY Crowfoot,http://joeyrestaurants.com,(403) 547-5639,https://www.yelp.com/biz/joey-crowfoot-calgary-2?osq=Restaurants
Rosso Coffee Roasters,http://rossocoffeeroasters.com,(403) 476-1667,https://www.yelp.com/biz/rosso-coffee-roasters-calgary-10?osq=Restaurants
The Fine Diner-In Inglewood,http://finedinerbistro.ca,(403) 234-8885,https://www.yelp.com/biz/the-fine-diner-in-inglewood-calgary?osq=Restaurants
Vagabond Brewery and Restaurant,,(403) 474-0699,https://www.yelp.com/biz/vagabond-brewery-and-restaurant-calgary?osq=Restaurants
La Cay Subs,,(403) 235-3233,https://www.yelp.com/biz/la-cay-subs-calgary?osq=Restaurants
Zaika Biryani House,http://zaikabiryanihouse.com,(403) 457-2525,https://www.yelp.com/biz/zaika-biryani-house-calgary?osq=Restaurants
Sakana Grill,http://sakanagrill.ca,(403) 208-9799,https://www.yelp.com/biz/sakana-grill-calgary-2?osq=Restaurants
Mazaj Barlow,http://mazajloungecalgary.com,(403) 453-5391,https://www.yelp.com/biz/mazaj-barlow-calgary?osq=Restaurants
Afghan Kabob Cuisine,,(403) 455-0602,https://www.yelp.com/biz/afghan-kabob-cuisine-calgary?osq=Restaurants
Zen 8 Grill,http://zen8grill.ca,(403) 261-1888,https://www.yelp.com/biz/zen-8-grill-calgary?osq=Restaurants
Earth's Oven,http://earthsoven.com,(403) 686-4810,https://www.yelp.com/biz/earths-oven-calgary-2?osq=Restaurants
Ensira Ethiopian Resturant,http://ensiraethiocalgaryrestaurant.c…,(403) 475-9573,https://www.yelp.com/biz/ensira-ethiopian-resturant-calgary?osq=Restaurants
Bun Mee Vietnamese Subs,http://bunmee.net,(587) 353-8588,https://www.yelp.com/biz/bun-mee-vietnamese-subs-calgary?osq=Restaurants
Fork and Salad,http://forkandsalad.com,(403) 455-7300,https://www.yelp.com/biz/fork-and-salad-calgary?osq=Restaurants
Cravings,,(403) 283-2776,https://www.yelp.com/biz/cravings-calgary?osq=Restaurants
Le's Pho,,(403) 259-3883,https://www.yelp.com/biz/les-pho-calgary?osq=Restaurants
1600 World Bier Haus,http://1600bierhaus.com,(403) 457-4287,https://www.yelp.com/biz/1600-world-bier-haus-calgary?osq=Restaurants
Shimizu Kitchen,,(403) 455-3380,https://www.yelp.com/biz/shimizu-kitchen-calgary?osq=Restaurants
Fritou,,(403) 455-5404,https://www.yelp.com/biz/fritou-calgary-2?osq=Restaurants
Marcel's Bistro,,(403) 237-7993,https://www.yelp.com/biz/marcels-bistro-calgary?osq=Restaurants
Our Daily Brett,http://ourdailybrett.com,(403) 457-0422,https://www.yelp.com/biz/our-daily-brett-calgary?osq=Restaurants
Banzai Sushi & Teriyaki House,,(403) 253-8120,https://www.yelp.com/biz/banzai-sushi-and-teriyaki-house-calgary?osq=Restaurants
Wami Ootoya,http://wamiootoya.com,(403) 289-8981,https://www.yelp.com/biz/wami-ootoya-calgary?osq=Restaurants
South St. Burger,http://southstburger.com,(403) 667-5818,https://www.yelp.com/biz/south-st-burger-calgary-6?osq=Restaurants
The Donair Stop,,(403) 230-2992,https://www.yelp.com/biz/the-donair-stop-calgary?osq=Restaurants
Blaze Bar & Grill,http://greyeagleresortandcasino.ca,(403) 385-3777,https://www.yelp.com/biz/blaze-bar-and-grill-calgary?osq=Restaurants
Pho Express,,(403) 452-2626,https://www.yelp.com/biz/pho-express-calgary?osq=Restaurants
Original Joe's Restaurant & Bar,http://originaljoes.ca,(403) 262-7248,https://www.yelp.com/biz/original-joes-restaurant-and-bar-calgary-22?osq=Restaurants
Pho 88 Noodle House,,(403) 273-9430,https://www.yelp.com/biz/pho-88-noodle-house-calgary?osq=Restaurants
Yummy Cafe,,(403) 291-3696,https://www.yelp.com/biz/yummy-cafe-calgary?osq=Restaurants
Saigon Royal,http://saigon-royal.com,(403) 723-6638,https://www.yelp.com/biz/saigon-royal-calgary?osq=Restaurants
Locos Lounge,http://pocolocopizza.com,(403) 246-2002,https://www.yelp.com/biz/locos-lounge-calgary?osq=Restaurants
Subs 'n' Bubbles,http://subsnbubbles.com,(587) 353-8198,https://www.yelp.com/biz/subs-n-bubbles-calgary?osq=Restaurants
Deerhead Cafe,,(403) 276-7221,https://www.yelp.com/biz/deerhead-cafe-calgary?osq=Restaurants
Paolini's Sausage & Meat,,(403) 252-9000,https://www.yelp.com/biz/paolinis-sausage-and-meat-calgary?osq=Restaurants
The Crepe Cafe,,(403) 235-3880,https://www.yelp.com/biz/the-crepe-cafe-calgary?osq=Restaurants
Dong Khanh,,(403) 291-1969,https://www.yelp.com/biz/dong-khanh-calgary?osq=Restaurants
Vietnam International Restaurant,,(403) 236-0078,https://www.yelp.com/biz/vietnam-international-restaurant-calgary?osq=Restaurants
Banh Mi Nhu Y,,(587) 352-3330,https://www.yelp.com/biz/banh-mi-nhu-y-calgary?osq=Restaurants
UNA Take Away,http://unatakeaway.com,(403) 453-1183,https://www.yelp.com/biz/una-take-away-calgary?osq=Restaurants
Tasse Bakery,http://tassebakery.com,(403) 452-5035,https://www.yelp.com/biz/tasse-bakery-calgary?osq=Restaurants
D Spot Dessert Cafe,http://dspotdessert.com,(403) 284-4649,https://www.yelp.com/biz/d-spot-dessert-cafe-calgary-2?osq=Restaurants
Local 522,http://localtavern.ca,(403) 244-6773,https://www.yelp.com/biz/local-522-calgary-2?osq=Restaurants
Henry's Pub,http://sheratoncavaliercalgary.com,(403) 291-0107,https://www.yelp.com/biz/henrys-pub-calgary?osq=Restaurants
Cafe Eve,,(403) 697-1840,https://www.yelp.com/biz/cafe-eve-calgary?osq=Restaurants
The Garden Grille & Bar,,(587) 352-2020,https://www.yelp.com/biz/the-garden-grille-and-bar-calgary?osq=Restaurants
Bottlescrew Bill's Pub / Buzzards Restaurant & Bar,http://bottlescrewbill.com,(403) 264-6959,https://www.yelp.com/biz/bottlescrew-bills-pub-buzzards-restaurant-and-bar-calgary?osq=Restaurants
Touch of India,,(403) 293-7635,https://www.yelp.com/biz/touch-of-india-calgary-2?osq=Restaurants
Phu Quy,,(403) 235-2355,https://www.yelp.com/biz/phu-quy-calgary?osq=Restaurants
Colors Bistro,http://sheratoncavaliercalgary.com,(403) 250-6378,https://www.yelp.com/biz/colors-bistro-calgary?osq=Restaurants
The Baklava Factory,,(403) 262-6272,https://www.yelp.com/biz/the-baklava-factory-calgary?osq=Restaurants
Dong Phuong,,(403) 289-8889,https://www.yelp.com/biz/dong-phuong-calgary?osq=Restaurants
Molson Canadian Hockey House,http://winsport.ca,,https://www.yelp.com/biz/molson-canadian-hockey-house-calgary?osq=Restaurants
Vietnam Fortune Vietnamese Restaurant,,(403) 270-7110,https://www.yelp.com/biz/vietnam-fortune-vietnamese-restaurant-calgary?osq=Restaurants
Tere's Kitchen,http://tereskitchen.ca,(403) 975-1240,https://www.yelp.com/biz/teres-kitchen-calgary?osq=Restaurants
Sushi Bbq Inn,,(403) 282-3588,https://www.yelp.com/biz/sushi-bbq-inn-calgary?osq=Restaurants
Browns Socialhouse Mount Royal,http://brownssocialhouse.com,(403) 455-8158,https://www.yelp.com/biz/browns-socialhouse-mount-royal-calgary?osq=Restaurants
Mucho Burrito,http://muchoburrito.com,(587) 353-9966,https://www.yelp.com/biz/mucho-burrito-calgary-10?osq=Restaurants
Cafe Le Matin,,(403) 247-6647,https://www.yelp.com/biz/cafe-le-matin-calgary-4?osq=Restaurants
1886 Buffalo Cafe,http://1886buffalocafe.ca,,https://www.yelp.com/biz/1886-buffalo-cafe-calgary?osq=Restaurants
Amandine Bakery,http://amandinebakery.net,(403) 276-3532,https://www.yelp.com/biz/amandine-bakery-calgary?osq=Restaurants
Mom's Place,http://momsplace.ca,(403) 452-0228,https://www.yelp.com/biz/moms-place-calgary?osq=Restaurants
Chianti Cafe & Restaurant,http://chianticafe.ca,(403) 547-5020,https://www.yelp.com/biz/chianti-cafe-and-restaurant-calgary-4?osq=Restaurants
Punjaabi Indian Cuisine,,(403) 984-3500,https://www.yelp.com/biz/punjaabi-indian-cuisine-calgary?osq=Restaurants
Blackfoot Truck Stop Restaurant,http://blackfootdiner.ca,(403) 265-5964,https://www.yelp.com/biz/blackfoot-truck-stop-restaurant-calgary?osq=Restaurants
Angel's Drive In,,(403) 288-1009,https://www.yelp.com/biz/angels-drive-in-calgary?osq=Restaurants
Without Papers Pizza,http://woppizza.ca,(403) 457-1154,https://www.yelp.com/biz/without-papers-pizza-calgary?osq=Restaurants
Ristorante Pulcinella,http://pulcinella.ca,(403) 283-1166,https://www.yelp.com/biz/ristorante-pulcinella-calgary?osq=Restaurants
Pho 36,,(587) 353-7636,https://www.yelp.com/biz/pho-36-calgary?osq=Restaurants
Vietnamese Village Express,,(403) 508-9899,https://www.yelp.com/biz/vietnamese-village-express-calgary?osq=Restaurants
Raj Palace,http://rajpalace.ca,(403) 984-3672,https://www.yelp.com/biz/raj-palace-calgary-2?osq=Restaurants
Van Express,http://vanexpress.business.site,(403) 700-2828,https://www.yelp.com/biz/van-express-calgary?osq=Restaurants
Beer Revolution,http://beerrevolution.ca,(403) 264-2739,https://www.yelp.com/biz/beer-revolution-calgary-2?osq=Restaurants
Browns Socialhouse Marlborough,http://brownssocialhouse.com,(403) 569-0168,https://www.yelp.com/biz/browns-socialhouse-marlborough-calgary?osq=Restaurants
Subs 'n Such,,(403) 279-7830,https://www.yelp.com/biz/subs-n-such-calgary?osq=Restaurants
Bazille - Temporarily Closed,http://restaurants.nordstrom.com,(587) 291-2010,https://www.yelp.com/biz/bazille-temporarily-closed-calgary?osq=Restaurants
Takumi Sushi,,(403) 475-2010,https://www.yelp.com/biz/takumi-sushi-calgary?osq=Restaurants
Oriental Palace Restaurant,,(403) 283-5564,https://www.yelp.com/biz/oriental-palace-restaurant-calgary?osq=Restaurants
Saigon Gourmet Vietnamese Restaurant,,(403) 279-7447,https://www.yelp.com/biz/saigon-gourmet-vietnamese-restaurant-calgary?osq=Restaurants
Oriental House,http://orientalhousecalgary.com,(403) 262-9530,https://www.yelp.com/biz/oriental-house-calgary?osq=Restaurants
Monki Breakfastclub & Bistro,http://monkibistro.ca,(403) 453-7131,https://www.yelp.com/biz/monki-breakfastclub-and-bistro-calgary-3?osq=Restaurants
Outback Steak House,,(403) 241-1213,https://www.yelp.com/biz/outback-steak-house-calgary?osq=Restaurants
Foreign Concept,http://foreignconcept.ca,(403) 719-7288,https://www.yelp.com/biz/foreign-concept-calgary?osq=Restaurants
European Market Deli & Produce,,(403) 255-7564,https://www.yelp.com/biz/european-market-deli-and-produce-calgary?osq=Restaurants
Fat Kee Noodle House,,(403) 250-8123,https://www.yelp.com/biz/fat-kee-noodle-house-calgary?osq=Restaurants
Bite Grocer & Eatery,http://biteyyc.com,(403) 263-3966,https://www.yelp.com/biz/bite-grocer-and-eatery-calgary?osq=Restaurants
The Village Flatbread,http://myvillageyyc.com,(403) 888-1200,https://www.yelp.com/biz/the-village-flatbread-calgary?osq=Restaurants
Glenmore Delicatessen,,(403) 279-6113,https://www.yelp.com/biz/glenmore-delicatessen-calgary?osq=Restaurants
